gene	colon epithelial cell	endothelial cell of artery	endothelial cell of lymphatic vessel	enteric neuron	enteric smooth muscle cell	enterocyte	enteroendocrine cell	epithelial cell	erythroblast	fibroblast	hematopoietic cell	interstitial cell of Cajal	intestine goblet cell	mesodermal cell	mesothelial cell	myofibroblast cell	neural crest cell	pericyte	progenitor cell	stem cell	vein endothelial cell
KCNAB2	0.0025	0.0197	0.0046	0.0413	0.0185	0.0072	0.0104	0.0015	0.0032	0.0167	0.1894	0.0167	0.0036	0.0186	0.0288	0.0140	0.0180	0.0128	0.0052	0.0059	0.0203
CHD5	0.0010	0.0000	0.0000	0.0642	0.0017	0.0002	0.0017	0.0021	0.0000	0.0010	0.0000	0.0011	0.0000	0.0017	0.0103	0.0010	0.0008	0.0014	0.0002	0.0004	0.0008
RPL22	19.3189	13.5242	17.7204	19.6544	17.7048	21.2482	20.3778	21.0301	3.1465	20.5613	20.9638	17.5609	21.7695	20.7767	21.0618	16.3280	23.2242	19.4879	20.9967	24.4953	20.0175
RNF207-AS1	0.0009	0.0000	0.0000	0.0028	0.0021	0.0060	0.0039	0.0026	0.0000	0.0009	0.0000	0.0016	0.0041	0.0010	0.0047	0.0000	0.0003	0.0007	0.0077	0.0085	0.0000
RNF207	0.0592	0.0751	0.0267	0.0275	0.2790	0.1213	0.0556	0.1031	0.0086	0.2458	0.0206	0.4856	0.1014	0.2346	0.3707	0.5831	0.0131	0.0713	0.1021	0.1112	0.0120
ICMT	0.1901	0.1929	0.2092	0.2002	0.2346	0.1860	0.2128	0.1603	0.0260	0.2252	0.1668	0.3251	0.1668	0.1801	0.1950	0.2301	0.1974	0.2428	0.2182	0.1409	0.2356
ICMT-DT	0.0103	0.0019	0.0091	0.0032	0.0008	0.0083	0.0042	0.0049	0.0000	0.0003	0.0033	0.0000	0.0074	0.0007	0.0000	0.0010	0.0037	0.0000	0.0082	0.0024	0.0023
GPR153	0.0298	0.0093	0.0000	0.2614	0.0778	0.0076	0.0514	0.0083	0.0229	0.1185	0.0087	0.2596	0.0376	0.0885	0.0150	0.1760	0.1724	0.1370	0.0108	0.0206	0.0141
ACOT7	0.1596	0.2935	0.2074	1.0065	0.4112	0.1587	1.0429	0.1060	0.0470	0.1381	0.1245	0.2693	0.3274	0.1110	0.1766	0.1692	0.4666	0.2577	0.1365	0.1393	0.3487
ENSG00000271746	0.0095	0.0042	0.0024	0.0070	0.0051	0.0054	0.0157	0.0000	0.0004	0.0059	0.0006	0.0037	0.0117	0.0063	0.0071	0.0075	0.0072	0.0034	0.0064	0.0055	0.0059
HES2	0.0034	0.0033	0.0038	0.0027	0.0020	0.0013	0.0006	0.0013	0.0000	0.0036	0.0046	0.0113	0.0047	0.0047	0.0014	0.0041	0.0012	0.0033	0.0010	0.0037	0.0039
ESPN	0.4832	0.0029	0.0038	0.0121	0.0063	0.5704	0.2292	0.2383	0.0983	0.0062	0.0162	0.0063	0.5922	0.0036	0.0051	0.0063	0.0348	0.0036	0.1894	0.3558	0.0029
TNFRSF25	0.0846	0.3227	0.0581	0.0394	0.0236	0.0469	0.0340	0.0308	0.0061	0.0337	0.1492	0.0192	0.0515	0.0455	0.0274	0.0202	0.0271	0.0231	0.0446	0.0390	0.1406
PLEKHG5	0.0691	0.2655	0.1313	0.0761	0.0211	0.0279	0.0402	0.0350	0.0034	0.0395	0.0901	0.0549	0.0361	0.0437	0.0353	0.0254	0.0306	0.0316	0.0449	0.0272	0.1638
NOL9	0.1202	0.1220	0.1477	0.2045	0.1564	0.0893	0.0958	0.0967	0.0209	0.1464	0.1200	0.1382	0.1006	0.1649	0.1206	0.1355	0.1620	0.1135	0.1123	0.0762	0.1558
TAS1R1	0.0004	0.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	0.0008	0.0007	0.0000	0.0003	0.0000	0.0004
ZBTB48	0.1244	0.1316	0.0997	0.0891	0.0802	0.0784	0.1093	0.1691	0.0127	0.0818	0.1039	0.1103	0.0746	0.1081	0.0924	0.0979	0.1049	0.1030	0.1043	0.0694	0.0789
KLHL21	0.0398	0.0431	0.0278	0.0486	0.1018	0.0218	0.0509	0.0170	0.0097	0.0447	0.0597	0.0503	0.0385	0.0482	0.0613	0.0710	0.0596	0.0428	0.0357	0.0250	0.0379
PHF13	0.0689	0.0547	0.0529	0.1075	0.1486	0.0384	0.0621	0.0235	0.0152	0.0985	0.0474	0.1339	0.0458	0.1237	0.1282	0.1078	0.1214	0.0982	0.0530	0.0326	0.0773
THAP3	0.1408	0.1432	0.1674	0.2037	0.1906	0.1400	0.1555	0.1413	0.0303	0.2204	0.1425	0.2713	0.1376	0.2558	0.1935	0.2700	0.2464	0.2309	0.1464	0.1569	0.1722
DNAJC11	0.1861	0.1338	0.1724	0.1782	0.1708	0.1574	0.1849	0.1258	0.1493	0.2058	0.1384	0.1903	0.1435	0.2099	0.1690	0.1864	0.1940	0.1789	0.2022	0.1306	0.2138
LINC01672	0.0002	0.0000	0.0000	0.0000	0.0002	0.0002	0.0000	0.0000	0.0000	0.0009	0.0000	0.0000	0.0009	0.0011	0.0000	0.0006	0.0005	0.0000	0.0000	0.0002	0.0004
CAMTA1-DT	0.0009	0.0042	0.0061	0.0006	0.0012	0.0013	0.0009	0.0000	0.0000	0.0016	0.0050	0.0000	0.0000	0.0017	0.0012	0.0010	0.0018	0.0021	0.0019	0.0023	0.0030
CAMTA1	1.4539	1.5029	1.4783	1.9844	1.9522	1.2835	1.5132	1.3010	0.1985	1.2652	1.0070	1.4384	1.4930	1.5899	1.1097	1.3133	1.9441	1.3661	1.4493	1.1537	2.0386
CAMTA1-AS1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0010
ENSG00000270171	0.0000	0.0000	0.0000	0.0039	0.0009	0.0002	0.0000	0.0000	0.0000	0.0007	0.0000	0.0000	0.0006	0.0004	0.0004	0.0000	0.0009	0.0000	0.0001	0.0000	0.0000
ENSG00000270035	0.0049	0.0012	0.0000	0.0043	0.0008	0.0006	0.0010	0.0000	0.0000	0.0003	0.0000	0.0000	0.0011	0.0006	0.0037	0.0000	0.0016	0.0000	0.0013	0.0010	0.0008
ENSG00000269978	0.0006	0.0010	0.0000	0.0053	0.0025	0.0004	0.0052	0.0000	0.0000	0.0002	0.0008	0.0000	0.0015	0.0018	0.0004	0.0000	0.0008	0.0000	0.0016	0.0000	0.0012
VAMP3	0.4815	1.0105	0.8707	0.2748	0.4775	0.4003	0.4359	0.5638	0.0576	0.3665	0.3085	0.3758	0.3118	0.3450	0.4569	0.4571	0.3567	0.4049	0.4672	0.3109	0.9074
PER3	0.0373	0.0095	0.0116	0.0279	0.0846	0.0246	0.0444	0.0188	0.0040	0.0388	0.0535	0.0509	0.0222	0.0498	0.0286	0.0579	0.0287	0.0279	0.0340	0.0250	0.0299
ENSG00000236266	0.0035	0.0000	0.0000	0.0004	0.0020	0.0006	0.0000	0.0000	0.0000	0.0026	0.0022	0.0000	0.0018	0.0020	0.0037	0.0041	0.0011	0.0011	0.0007	0.0019	0.0014
UTS2	0.0008	0.0000	0.0153	0.0000	0.0002	0.0015	0.0000	0.0000	0.0000	0.0003	0.0188	0.0000	0.0000	0.0001	0.0000	0.0012	0.0004	0.0000	0.0003	0.0062	0.0000
TNFRSF9	0.0001	0.0087	0.0000	0.0006	0.0008	0.0003	0.0003	0.0000	0.0000	0.0026	0.0036	0.0000	0.0000	0.0007	0.0003	0.0010	0.0000	0.0013	0.0001	0.0000	0.0041
PARK7	2.8734	3.3584	4.1665	3.7243	3.6402	2.6489	3.0098	2.9503	0.7755	4.3205	2.9589	4.8516	3.0396	3.6801	3.4499	4.4042	3.8231	4.2212	2.7527	2.7835	3.7673
ERRFI1	0.4378	0.0834	0.4497	0.1634	0.2488	0.1076	0.1703	0.3249	0.0179	0.2567	0.0289	0.0776	0.0876	0.2262	0.3016	0.1885	0.1583	0.2124	0.2881	0.0993	0.1244
ERRFI1-DT	0.0022	0.0000	0.0000	0.0031	0.0039	0.0016	0.0026	0.0018	0.0000	0.0092	0.0000	0.0000	0.0024	0.0035	0.0017	0.0041	0.0021	0.0072	0.0025	0.0015	0.0015
LINC01714	0.0003	0.0000	0.0000	0.0000	0.0006	0.0000	0.0000	0.0000	0.0000	0.0004	0.0000	0.0000	0.0000	0.0003	0.0013	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
SLC45A1	0.0017	0.0220	0.0000	0.0471	0.0278	0.0004	0.0166	0.0000	0.0017	0.0380	0.0057	0.0373	0.0000	0.0266	0.0259	0.0650	0.0115	0.0493	0.0012	0.0001	0.0363
RERE	0.4692	0.5623	0.5929	0.8858	0.7921	0.2855	0.4719	0.3554	0.0508	0.7062	0.3355	0.9643	0.3067	0.8466	0.5558	0.7092	0.6200	0.5961	0.4066	0.3358	0.6086
RERE-AS1	0.0002	0.0000	0.0000	0.0000	0.0016	0.0004	0.0000	0.0000	0.0000	0.0016	0.0040	0.0027	0.0000	0.0010	0.0018	0.0023	0.0000	0.0012	0.0009	0.0000	0.0000
ENSG00000228423	0.0002	0.0000	0.0000	0.0019	0.0011	0.0000	0.0037	0.0000	0.0000	0.0011	0.0000	0.0021	0.0000	0.0007	0.0018	0.0021	0.0007	0.0000	0.0001	0.0000	0.0000
ENO1	6.0706	4.2348	7.1039	5.0945	3.3703	8.1198	5.1659	6.8012	0.6764	2.9531	5.5323	5.1481	6.3018	3.2503	3.1771	3.0343	7.4334	4.0986	6.6807	5.9874	6.1393
ENO1-AS1	0.0134	0.0121	0.0018	0.0020	0.0057	0.0057	0.0032	0.0022	0.0000	0.0068	0.0041	0.0045	0.0134	0.0087	0.0092	0.0068	0.0061	0.0060	0.0079	0.0094	0.0052
CA6	0.0001	0.0053	0.0077	0.0014	0.0000	0.0001	0.0048	0.0000	0.0000	0.0000	0.0031	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0008	0.0018
SLC2A7	0.0006	0.0000	0.0125	0.0004	0.0001	0.0020	0.0000	0.0006	0.0000	0.0000	0.0000	0.0000	0.0005	0.0006	0.0000	0.0000	0.0000	0.0000	0.0005	0.0009	0.0003
SLC2A5	0.0275	0.0065	0.0138	0.0048	0.0063	0.1170	0.0361	0.0196	0.0038	0.0105	0.0418	0.0211	0.0736	0.0136	0.0116	0.0100	0.0030	0.0052	0.0438	0.0531	0.0030
GPR157	0.0317	0.0087	0.0171	0.0079	0.0064	0.0585	0.0287	0.0207	0.0000	0.0072	0.0019	0.0159	0.0327	0.0086	0.0117	0.0065	0.0143	0.0071	0.0365	0.0282	0.0183
MIR34AHG	0.0034	0.0000	0.0000	0.0000	0.0010	0.0030	0.0019	0.0000	0.0034	0.0006	0.0000	0.0000	0.0017	0.0010	0.0005	0.0010	0.0004	0.0027	0.0036	0.0027	0.0073
LNCTAM34A	0.0009	0.0018	0.0000	0.0000	0.0013	0.0045	0.0038	0.0010	0.0000	0.0009	0.0000	0.0000	0.0049	0.0010	0.0011	0.0000	0.0007	0.0000	0.0047	0.0034	0.0095
H6PD	0.1945	0.2431	0.1536	0.0979	0.1597	0.1267	0.1137	0.1095	0.0151	0.2597	0.1031	0.2305	0.1508	0.2747	0.2584	0.2349	0.1476	0.1928	0.1506	0.1426	0.2352
SPSB1	0.1466	0.0706	0.2167	0.0387	0.6101	0.1162	0.0658	0.0959	0.0126	0.1460	0.0193	0.2370	0.1048	0.1968	0.1228	0.7502	0.0472	0.0977	0.1013	0.0706	0.0576
SLC25A33	0.2669	0.1612	0.0962	0.2697	0.2179	0.2793	0.4863	0.2358	0.0250	0.1412	0.1775	0.1348	0.2747	0.1770	0.1501	0.1434	0.2689	0.1422	0.3979	0.1984	0.1603
TMEM201	0.0532	0.0521	0.1011	0.0845	0.0573	0.0425	0.0819	0.0429	0.0080	0.0666	0.0484	0.0931	0.0615	0.0836	0.0517	0.0461	0.0778	0.0900	0.0646	0.0473	0.0761
PIK3CD	0.0314	0.0123	0.0312	0.0281	0.0050	0.0336	0.0392	0.0175	0.0004	0.0084	0.2780	0.0084	0.0266	0.0104	0.0270	0.0120	0.0111	0.0103	0.0292	0.0222	0.0058
PIK3CD-AS1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0097	0.0000	0.0000	0.0000	0.0008	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
PIK3CD-AS2	0.1127	0.0257	0.0794	0.0398	0.0402	0.1395	0.1902	0.1148	0.0103	0.1130	0.0079	0.1024	0.0964	0.1032	0.1134	0.0379	0.0380	0.1009	0.1300	0.1390	0.0106
CLSTN1	0.4598	0.6547	0.3558	0.4827	0.3112	0.1742	0.2579	0.1615	0.0504	0.4669	0.2689	0.4373	0.2293	0.4681	0.4119	0.5196	0.4001	0.3863	0.2409	0.1970	0.4316
CTNNBIP1	0.5761	1.9621	0.6581	0.6651	0.4163	0.3511	0.6619	0.5231	0.0510	0.4973	0.3808	0.5551	0.3735	0.4644	0.3900	0.5592	0.6015	0.4728	0.5827	0.3328	1.0779
ENSG00000223989	0.0008	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0006	0.0003	0.0000	0.0001	0.0000	0.0000
LZIC	0.2459	0.3018	0.2521	0.3302	0.3439	0.2448	0.2215	0.2377	0.0705	0.3271	0.2844	0.4194	0.2120	0.3524	0.1996	0.3425	0.3354	0.3039	0.2157	0.2244	0.2596
NMNAT1	0.0778	0.1354	0.1543	0.0672	0.0769	0.0757	0.0577	0.0434	0.0112	0.0871	0.0774	0.1016	0.0651	0.0907	0.0772	0.1056	0.0904	0.0819	0.0648	0.0887	0.1071
RBP7	0.0020	0.9114	0.0090	0.0059	0.0029	0.0023	0.0004	0.0063	0.0088	0.0055	0.5388	0.0071	0.0009	0.0043	0.6374	0.0044	0.0093	0.0133	0.0035	0.0014	0.1550
UBE4B	0.1770	0.2197	0.1474	0.2645	0.1932	0.1254	0.1693	0.1674	0.0527	0.1902	0.1338	0.1639	0.1453	0.2301	0.1968	0.1683	0.2155	0.1863	0.1497	0.1474	0.1809
KIF1B	0.2313	0.7082	0.5001	1.1534	0.5191	0.0843	0.1882	0.1855	0.0206	0.3381	0.1522	0.4204	0.0941	0.4620	0.3740	0.3301	0.6892	0.2937	0.1546	0.1316	0.4162
PGD	0.8119	0.5196	0.4525	1.0827	0.5393	0.6747	0.6293	0.9339	0.0989	0.5251	1.0491	0.5021	0.5889	0.6521	0.4760	0.4776	0.9331	0.5983	0.9335	0.5773	0.4594
ENSG00000271989	0.0026	0.0000	0.0000	0.0018	0.0005	0.0018	0.0012	0.0000	0.0000	0.0004	0.0005	0.0042	0.0017	0.0016	0.0002	0.0000	0.0027	0.0006	0.0017	0.0012	0.0008
CENPS-CORT	0.0121	0.0033	0.0018	0.0107	0.0196	0.0074	0.0133	0.0104	0.0032	0.0121	0.0056	0.0197	0.0085	0.0193	0.0148	0.0075	0.0208	0.0064	0.0092	0.0073	0.0144
CENPS	0.1244	0.0529	0.1150	0.1074	0.1360	0.1494	0.1734	0.1437	0.0286	0.1016	0.0754	0.1086	0.1774	0.1186	0.0949	0.0939	0.1733	0.1064	0.1325	0.1489	0.1163
CORT	0.0047	0.0032	0.0061	0.0026	0.0096	0.0019	0.0003	0.0000	0.0000	0.0031	0.0000	0.0041	0.0030	0.0042	0.0011	0.0034	0.0029	0.0077	0.0009	0.0016	0.0214
DFFA	0.2853	0.5259	0.5507	0.4379	0.3784	0.2868	0.3287	0.2843	0.0470	0.3684	0.2288	0.3750	0.2880	0.4055	0.3295	0.4106	0.3698	0.3581	0.3283	0.3306	0.4990
ENSG00000203469	0.0007	0.0000	0.0000	0.0003	0.0009	0.0002	0.0000	0.0000	0.0000	0.0014	0.0000	0.0000	0.0000	0.0012	0.0000	0.0010	0.0008	0.0000	0.0000	0.0000	0.0001
PEX14	0.2219	0.1373	0.1994	0.1658	0.1752	0.2673	0.2036	0.2515	0.0337	0.1482	0.0724	0.1744	0.2091	0.1850	0.1439	0.1900	0.1582	0.1200	0.2265	0.1880	0.1885
CASZ1	0.0478	0.0362	0.0207	0.1600	0.3361	0.0469	0.2361	0.0483	0.0021	0.0133	0.0055	0.0115	0.1695	0.0458	0.0162	0.1308	0.0126	0.0175	0.0646	0.0568	0.0875
ENSG00000272078	0.0013	0.0000	0.0000	0.0017	0.0021	0.0004	0.0043	0.0000	0.0000	0.0003	0.0000	0.0013	0.0000	0.0013	0.0017	0.0004	0.0011	0.0000	0.0001	0.0000	0.0011
C1orf127	0.0001	0.0000	0.0000	0.0000	0.0003	0.0002	0.0335	0.0000	0.0000	0.0000	0.0147	0.0000	0.0003	0.0001	0.0000	0.0000	0.0000	0.0007	0.0000	0.0019	0.0006
TARDBP	0.6432	0.6120	0.5327	0.7299	0.5978	0.4825	0.6221	0.5075	0.0857	0.5503	0.4293	0.6097	0.4779	0.7117	0.5166	0.5060	0.8959	0.5898	0.5906	0.4155	0.6372
MASP2	0.0000	0.0000	0.0000	0.0007	0.0003	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0004	0.0000	0.0000	0.0000	0.0026	0.0000	0.0000	0.0000
SRM	0.3821	0.5214	0.5991	0.7703	0.7270	0.3802	0.6057	0.4148	0.1852	0.7747	0.6366	0.6543	0.4280	0.6255	0.6335	0.7222	0.9193	0.8018	0.5060	0.4972	0.9531
EXOSC10	0.2386	0.2809	0.3380	0.3335	0.2177	0.2081	0.2039	0.2795	0.0486	0.2355	0.1488	0.2768	0.1989	0.2803	0.2224	0.2442	0.3948	0.2397	0.2235	0.2005	0.2959
EXOSC10-AS1	0.0054	0.0109	0.0140	0.0066	0.0024	0.0081	0.0275	0.0075	0.0049	0.0018	0.0056	0.0024	0.0076	0.0021	0.0002	0.0021	0.0046	0.0032	0.0104	0.0112	0.0054
MTOR	0.0686	0.1472	0.0878	0.1487	0.1076	0.0470	0.0933	0.0259	0.0201	0.1107	0.0949	0.1008	0.0461	0.1046	0.0952	0.0832	0.1016	0.0965	0.0676	0.0571	0.1168
MTOR-AS1	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ANGPTL7	0.0000	0.0000	0.0000	0.0026	0.0003	0.0001	0.0000	0.0000	0.0000	0.0008	0.0000	0.0000	0.0000	0.0002	0.0060	0.0000	0.0143	0.0000	0.0000	0.0000	0.0004
UBIAD1	0.1075	0.1258	0.1865	0.1637	0.1134	0.0952	0.1112	0.0952	0.0176	0.1001	0.0668	0.0992	0.1083	0.1079	0.0872	0.1009	0.1525	0.0966	0.1274	0.1060	0.1189
DISP3	0.0041	0.0023	0.0000	0.0898	0.0024	0.0008	0.0105	0.0021	0.0020	0.0068	0.0000	0.0025	0.0008	0.0041	0.0045	0.0027	0.0136	0.0000	0.0014	0.0017	0.0041
LINC01647	0.0011	0.0000	0.0000	0.0005	0.0001	0.0000	0.0000	0.0000	0.0008	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FBXO2	0.0202	0.0059	0.0245	0.0525	0.0028	0.7276	0.1696	0.2431	0.0012	0.0090	0.0040	0.0049	0.2404	0.0031	0.2134	0.0103	0.0041	0.0062	0.1303	0.2765	0.0023
FBXO44	0.0561	0.0176	0.0303	0.1976	0.0389	0.1469	0.1123	0.1158	0.0050	0.0599	0.0329	0.0431	0.1081	0.0593	0.2044	0.0413	0.0429	0.0464	0.1302	0.1299	0.0080
FBXO6	0.0313	0.0208	0.0646	0.0217	0.0381	0.1866	0.0869	0.0366	0.0015	0.0767	0.0792	0.0678	0.0877	0.0561	0.0338	0.0959	0.0114	0.0225	0.0862	0.0705	0.0160
MAD2L2	0.3478	0.2198	0.3534	1.5197	0.4983	0.2961	0.5723	0.1965	0.0957	0.6444	0.4544	0.4644	0.3050	0.7813	0.4729	0.3702	1.1607	0.6613	0.3464	0.2428	0.4217
DRAXIN	0.0037	0.0063	0.0000	0.1405	0.0071	0.0014	0.0043	0.0016	0.0000	0.0227	0.0023	0.0023	0.0021	0.0320	0.0073	0.0038	0.0323	0.0088	0.0016	0.0009	0.0054
AGTRAP	0.4339	0.2496	0.5830	0.0784	0.1242	0.4269	0.2730	0.4094	0.0274	0.2078	0.5097	0.2961	0.3964	0.1713	0.3280	0.2138	0.1721	0.1606	0.4689	0.4332	0.3254
C1orf167	0.0022	0.0020	0.0198	0.0009	0.0011	0.0005	0.0000	0.0000	0.0000	0.0038	0.0021	0.0000	0.0010	0.0022	0.0163	0.0007	0.0003	0.0061	0.0016	0.0002	0.0080
C1orf167-AS1	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0006	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTHFR	0.0656	0.1064	0.1310	0.1048	0.0800	0.0404	0.0931	0.0443	0.0270	0.1018	0.2286	0.1122	0.0336	0.0923	0.1800	0.1196	0.0713	0.1238	0.0330	0.0364	0.0825
CLCN6	0.0557	0.0731	0.1068	0.0889	0.0553	0.0514	0.0603	0.0492	0.0088	0.0577	0.0712	0.0650	0.0570	0.0645	0.0742	0.0520	0.0720	0.0727	0.0645	0.0492	0.0633
NPPA	0.0001	0.0000	0.0296	0.0284	0.0114	0.0003	0.0000	0.0000	0.0000	0.0010	0.0000	0.0043	0.0024	0.0003	0.0000	0.0021	0.0010	0.0053	0.0004	0.0006	0.0000
NPPB	0.0000	0.0000	0.0000	0.0046	0.0004	0.0001	0.0000	0.0000	0.0000	0.0004	0.0000	0.0000	0.0000	0.0001	0.0177	0.0156	0.0006	0.0014	0.0002	0.0000	0.0000
KIAA2013	0.2302	0.2638	0.2131	0.1749	0.1268	0.3143	0.3197	0.1833	0.0137	0.1832	0.2146	0.1978	0.2709	0.1561	0.1487	0.1723	0.1238	0.1405	0.2688	0.2498	0.1744
PLOD1	0.2534	1.2888	0.3980	0.1051	0.5821	0.2075	0.1611	0.2414	0.0570	0.8645	0.1968	1.2566	0.1924	0.6343	0.3941	1.1302	0.1227	0.7295	0.2214	0.1815	0.3930
MFN2	0.1277	0.1635	0.1536	0.1851	0.1542	0.1442	0.1419	0.0929	0.0381	0.1515	0.1321	0.1526	0.1120	0.1597	0.1501	0.1631	0.1546	0.1903	0.1493	0.1132	0.1519
MIIP	0.2029	0.1864	0.2087	0.2687	0.2258	0.1642	0.1361	0.1545	0.0457	0.2568	0.2675	0.2109	0.1706	0.2376	0.3036	0.2865	0.3124	0.2624	0.1884	0.1556	0.1150
TNFRSF8	0.0010	0.0050	0.0000	0.0033	0.0003	0.0004	0.0006	0.0000	0.0000	0.0027	0.0248	0.0000	0.0000	0.0005	0.0347	0.0003	0.0015	0.0000	0.0005	0.0000	0.0000
TNFRSF1B	0.0047	1.1480	0.0365	0.0101	0.0030	0.0314	0.0246	0.0009	0.0203	0.0400	1.5062	0.0101	0.0211	0.0151	0.0035	0.0068	0.0066	0.0657	0.0101	0.0102	0.3505
VPS13D	0.0643	0.1390	0.1219	0.0882	0.0892	0.0552	0.0641	0.0523	0.0078	0.1016	0.0914	0.1096	0.0570	0.1071	0.0841	0.1246	0.0906	0.1080	0.0622	0.0528	0.1137
DHRS3	0.3209	0.3896	0.8295	0.3707	0.2199	0.2296	0.1537	0.3363	0.0629	0.3338	0.3653	0.7255	0.1865	0.5000	1.0770	1.3357	0.8896	0.0719	0.2181	0.2031	0.1290
AADACL4	0.0000	0.0000	0.0077	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0004	0.0000	0.0000	0.0000	0.0003	0.0022	0.0019	0.0000	0.0000	0.0000	0.0000	0.0000
CFAP107	0.0000	0.0000	0.0000	0.0000	0.0033	0.0001	0.0061	0.0000	0.0000	0.0003	0.0000	0.0000	0.0000	0.0000	0.0003	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000
HNRNPCL1	0.0029	0.0020	0.0055	0.0032	0.0032	0.0019	0.0003	0.0010	0.0000	0.0039	0.0022	0.0047	0.0044	0.0042	0.0084	0.0018	0.0042	0.0078	0.0029	0.0007	0.0051
HNRNPCL3	0.0003	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0002	0.0010	0.0000	0.0002	0.0000	0.0004	0.0000	0.0000
HNRNPCL2	0.0006	0.0000	0.0000	0.0016	0.0012	0.0004	0.0000	0.0000	0.0000	0.0008	0.0000	0.0022	0.0007	0.0007	0.0000	0.0005	0.0009	0.0000	0.0002	0.0003	0.0020
HNRNPCL4	0.0000	0.0000	0.0000	0.0000	0.0001	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000
PRAMEF18	0.0000	0.0000	0.0000	0.0000	0.0010	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005	0.0000	0.0000	0.0000	0.0000	0.0000
LRRC38	0.0001	0.0005	0.0000	0.0000	0.0043	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0004	0.0000	0.0000	0.0004	0.0000	0.0000	0.0000
PDPN	0.0597	0.0103	1.7763	0.0208	0.1539	0.0023	0.0011	0.0073	0.0081	0.1965	0.0166	0.1444	0.0012	0.2115	1.2201	0.0743	0.0930	0.0256	0.0099	0.0044	0.0120
PRDM2	0.2524	0.2956	0.3553	0.4704	0.3509	0.1332	0.2263	0.1617	0.0476	0.3583	0.2405	0.3592	0.1534	0.4604	0.2419	0.2773	0.3614	0.2344	0.1815	0.1392	0.2033
ENSG00000231606	0.0000	0.0000	0.0000	0.0010	0.0000	0.0000	0.0000	0.0000	0.0000	0.0006	0.0000	0.0009	0.0000	0.0004	0.0000	0.0019	0.0000	0.0000	0.0000	0.0000	0.0000
KAZN	0.0643	0.0655	0.0354	0.3495	0.1766	0.0545	0.0743	0.0281	0.0095	0.3791	0.0266	0.2295	0.0309	0.2915	0.2225	0.1327	0.2079	0.1975	0.0612	0.0405	0.1574
TMEM51-AS1	0.0083	0.0017	0.0053	0.0089	0.0047	0.0118	0.0484	0.0044	0.0000	0.0082	0.0039	0.0000	0.0159	0.0071	0.0027	0.0199	0.0104	0.0013	0.0099	0.0129	0.0013
TMEM51	0.1691	0.1092	0.2028	0.0694	0.1843	0.1773	0.3538	0.1569	0.0091	0.2223	0.1442	0.1671	0.1815	0.1902	0.0750	0.3943	0.2051	0.1538	0.1703	0.1822	0.0896
FHAD1	0.0046	0.0031	0.0148	0.0060	0.0338	0.0015	0.0079	0.0000	0.0021	0.0065	0.0055	0.0000	0.0007	0.0121	0.0631	0.0242	0.0019	0.0035	0.0029	0.0024	0.0041
FHAD1-AS1	0.0000	0.0000	0.0034	0.0000	0.0014	0.0000	0.0000	0.0000	0.0000	0.0010	0.0211	0.0000	0.0000	0.0003	0.0016	0.0000	0.0000	0.0000	0.0003	0.0000	0.0000
ENSG00000236045	0.0000	0.0000	0.0000	0.0000	0.0007	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005	0.0006	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
