gene	tau	top_cell_state	top_expr	n_states
ARID4A	0.4976	innate lymphoid cell	1.4746	34
EIPR1	0.7078	innate lymphoid cell	0.7639	34
PNPLA6	0.8333	neutrophil	0.8776	34
IFT88	0.5942	endothelial cell of venule	0.8336	34
ALG1	0.6213	intestinal crypt stem cell of small intestine	0.1257	34
ZCCHC8	0.6076	regulatory T cell	1.0483	34
ABCF2	0.5859	myeloid dendritic cell	0.1550	34
CHPF2	0.5276	myeloid dendritic cell	0.1665	34
LRRC7	0.8557	enteroglial cell	0.3942	34
FUT8	0.7020	intestinal tuft cell	3.1488	34
UBA6	0.3610	natural killer cell	1.3537	34
GAB2	0.8745	neutrophil	13.7313	34
ATP6V0A1	0.7472	myeloid dendritic cell	2.2928	34
PIAS1	0.5006	neutrophil	4.2463	34
SLC4A7	0.8545	enterocyte of epithelium proper of duodenum	12.7478	34
APBA2	0.9160	activated CD8-positive, alpha-beta T cell	3.9096	34
MAP2K3	0.8645	neutrophil	4.7808	34
CLXN	0.9770	myofibroblast cell	0.0393	34
TMSB10	0.5297	endothelial cell of arteriole	27.4159	34
ASTE1	0.6619	naive thymus-derived CD4-positive, alpha-beta T cell	0.3222	34
RNF19A	0.6854	activated CD8-positive, alpha-beta T cell	10.4651	34
PEX3	0.6026	regulatory T cell	0.3668	34
GABARAPL2	0.7789	endothelial cell of lymphatic vessel	3.1303	34
MYOC	0.9994	fibroblast	1.0218	34
SH3YL1	0.6492	transit amplifying cell of small intestine	1.0505	34
FAM136A	0.6277	gamma-delta T cell	0.6609	34
VCL	0.6823	enterocyte of epithelium proper of jejunum	5.1483	34
DEPDC1B	0.8327	transit amplifying cell of small intestine	0.4799	34
DAPK2	0.7011	enterocyte of epithelium proper of duodenum	3.0970	34
NSMAF	0.6749	myeloid dendritic cell	1.4909	34
ADSS2	0.6149	regulatory T cell	1.2968	34
STAP1	0.9380	plasma cell	1.7891	34
TIMP2	0.8945	fibroblast	6.3483	34
RFC1	0.4943	endothelial cell of lymphatic vessel	1.1937	34
TBC1D23	0.5491	pericyte	1.3550	34
CUL3	0.7448	gamma-delta T cell	9.0960	34
MYOM2	0.9120	innate lymphoid cell	0.7668	34
OTC	0.8662	paneth cell of epithelium of small intestine	0.4234	34
CYP46A1	0.8441	pericyte	0.1316	34
ZZZ3	0.4784	myeloid dendritic cell	1.3916	34
SLC18A1	0.9916	enteroendocrine cell of small intestine	1.0392	34
USP2	0.7926	enterocyte of epithelium proper of jejunum	0.8196	34
CASR	0.9739	enteroendocrine cell of small intestine	0.9221	34
TUBG2	0.9284	intestinal tuft cell	0.6349	34
RPL26L1	0.6449	myeloid dendritic cell	0.3596	34
FLT4	0.9929	endothelial cell of lymphatic vessel	3.1852	34
NSUN2	0.4765	myeloid dendritic cell	0.5145	34
FBXO42	0.4144	endothelial cell of arteriole	0.8326	34
MFAP3	0.8809	endothelial cell of arteriole	1.0974	34
MRI1	0.6538	natural killer cell	0.2609	34
METTL1	0.6799	intestinal crypt stem cell of small intestine	0.1063	34
HOXC8	0.9404	myofibroblast cell	0.1845	34
AGA	0.6201	regulatory T cell	0.2790	34
PI4K2B	0.7760	enterocyte of epithelium proper of duodenum	1.7127	34
BOD1L1	0.3533	endothelial cell of lymphatic vessel	1.7307	34
MAT2B	0.5672	regulatory T cell	0.6660	34
TLL1	0.9646	endothelial cell of venule	6.0557	34
EDC4	0.7488	transit amplifying cell of small intestine	0.1380	34
TRIO	0.7611	mast cell	7.3236	34
VCAN	0.9873	monocyte	14.2166	34
CLEC16A	0.6737	mast cell	1.8011	34
MSR1	0.9053	macrophage	3.5800	34
CDH1	0.7773	BEST4+ enterocyte	7.7938	34
MTREX	0.5854	intestinal tuft cell	1.8789	34
DNAH5	0.9402	myofibroblast cell	0.2339	34
ZFYVE16	0.8092	myeloid dendritic cell	4.0659	34
RIPOR1	0.8685	endothelial cell of arteriole	1.2368	34
C6	0.9861	endothelial cell of venule	0.9806	34
RAI14	0.9424	endothelial cell of lymphatic vessel	6.2692	34
SOX30	0.8760	naive thymus-derived CD4-positive, alpha-beta T cell	0.0429	34
PNKP	0.4705	endothelial cell of lymphatic vessel	0.4482	34
BEST2	0.9969	small intestine goblet cell	1.4097	34
PHLPP2	0.8479	enterocyte of epithelium proper of ileum	1.9349	34
SPDL1	0.8861	transit amplifying cell of small intestine	0.4544	34
STAU2	0.6168	enterocyte of epithelium proper of ileum	1.3919	34
SLC66A1	0.6515	enterocyte of epithelium proper of small intestine	0.1375	34
CTNS	0.5341	macrophage	0.1460	34
RTN4R	0.7931	enterocyte of epithelium proper of jejunum	0.0696	34
PHF23	0.7177	regulatory T cell	0.4232	34
CDH10	0.8860	myofibroblast cell	0.0174	34
INPP4A	0.6802	natural killer cell	3.0637	34
RAB27B	0.9420	mast cell	2.9738	34
PSMA4	0.5232	paneth cell of epithelium of small intestine	1.2113	34
MYO16	0.8815	mast cell	0.2197	34
LSG1	0.5453	endothelial cell of venule	0.7674	34
PARP3	0.7883	enterocyte of epithelium proper of small intestine	0.2672	34
TNC	0.9566	myofibroblast cell	3.9159	34
THAP3	0.6940	gamma-delta T cell	0.1729	34
RIPOR3	0.9044	fibroblast	0.9225	34
TDP1	0.6789	activated CD8-positive, alpha-beta T cell	0.5383	34
AIFM2	0.7733	enterocyte of epithelium proper of jejunum	0.4246	34
SLC19A4P	0.9700	enterocyte of epithelium proper of small intestine	0.0203	34
SPATA7	0.7805	endothelial cell of lymphatic vessel	0.4462	34
MED17	0.6907	neutrophil	0.4349	34
RETSAT	0.8275	enterocyte of epithelium proper of ileum	1.4585	34
CAPG	0.9034	mast cell	2.3258	34
AP2S1	0.6700	macrophage	1.6419	34
USH2A	0.7832	intestinal tuft cell	0.0516	34
ZPBP	0.9344	neutrophil	0.0895	34
TG	0.8774	neutrophil	1.8909	34
ADAM28	0.9182	B cell	7.5947	34
BARX2	0.8737	BEST4+ enterocyte	1.6274	34
DCUN1D1	0.5224	regulatory T cell	0.7715	34
JADE2	0.6258	myofibroblast cell	0.6717	34
ZIC2	0.9975	endothelial cell of lymphatic vessel	0.0471	34
LCP2	0.9447	neutrophil	11.3423	34
TRIT1	0.6991	regulatory T cell	0.3881	34
ADRB1	0.9042	gamma-delta T cell	0.6381	34
GUCA2B	0.9891	BEST4+ enterocyte	30.2620	34
CUL7	0.8401	myeloid dendritic cell	0.2269	34
CTNNA1	0.7243	enteroglial cell	9.3948	34
PHKA2	0.6514	enterocyte of epithelium proper of jejunum	0.4586	34
CNTLN	0.8108	endothelial cell of lymphatic vessel	1.3409	34
EPHA3	0.9811	pericyte	2.4988	34
HSPA5	0.5939	macrophage	5.6430	34
DSG2	0.7600	intestinal tuft cell	2.1858	34
GEMIN8	0.6710	enteroglial cell	0.2547	34
OFD1	0.6184	myeloid dendritic cell	2.7442	34
GPM6B	0.9934	enteroglial cell	10.8012	34
MAGEC2	0.9787	enterocyte of epithelium proper of duodenum	0.0001	34
PREX2	0.9327	endothelial cell of venule	4.2286	34
WDR37	0.4827	endothelial cell of venule	1.0422	34
YTHDC2	0.4309	activated CD8-positive, alpha-beta T cell	1.1453	34
CTPS2	0.7749	enterocyte of epithelium proper of duodenum	1.1927	34
ATP6V1H	0.6200	macrophage	1.5137	34
POLR2B	0.6157	neutrophil	1.6147	34
ATOSA	0.5070	B cell	1.9561	34
ARAP2	0.6933	regulatory T cell	4.0697	34
TPR	0.6422	pericyte	3.6152	34
CP	0.9807	fibroblast	1.6406	34
KATNIP	0.4995	enteroendocrine cell of small intestine	0.6818	34
DTNBP1	0.6890	mast cell	1.2805	34
XK	0.7930	paneth cell of epithelium of small intestine	0.1139	34
ANO2	0.9723	endothelial cell of venule	8.4304	34
FERRY3	0.7985	intestinal tuft cell	0.5782	34
SCML1	0.6931	myeloid dendritic cell	1.8148	34
WWC3	0.7860	mast cell	1.0239	34
ARHGAP6	0.9357	pericyte	8.5702	34
FAM184B	0.7816	neutrophil	0.1495	34
MAP4	0.6962	enteroglial cell	6.1553	34
GOPC	0.6170	small intestine goblet cell	0.9755	34
ROS1	0.9735	transit amplifying cell of small intestine	0.0541	34
USP28	0.8832	intestinal tuft cell	1.1013	34
HDAC9	0.9108	myeloid dendritic cell	7.7237	34
TSPAN17	0.6272	endothelial cell of venule	0.1614	34
NOP16	0.8278	pericyte	0.6140	34
CC2D2A	0.7773	myofibroblast cell	0.3821	34
RRM2B	0.6259	myeloid dendritic cell	0.4814	34
ZNF800	0.3872	endothelial cell of lymphatic vessel	1.0077	34
TNFRSF17	0.9990	plasma cell	1.9363	34
SNX29	0.6891	macrophage	2.4307	34
LMO3	0.9748	myofibroblast cell	0.9287	34
MRPS10	0.6531	myofibroblast cell	0.5887	34
GUCA1A	0.9443	natural killer cell	0.0123	34
RSF1	0.4533	B cell	2.3078	34
VPS13D	0.5939	pericyte	2.3779	34
CELF2	0.7639	myeloid dendritic cell	18.7220	34
FAM120A	0.3795	BEST4+ enterocyte	1.3983	34
R3HDM1	0.5714	pericyte	1.1804	34
COL9A2	0.8446	innate lymphoid cell	0.2337	34
KITLG	0.8356	pericyte	1.5010	34
ERCC8	0.5703	neutrophil	0.3890	34
ADAMTS6	0.9398	myofibroblast cell	1.3766	34
H6PD	0.6410	endothelial cell of venule	0.5422	34
VAMP3	0.7533	endothelial cell of venule	1.3100	34
PER3	0.8351	enteroglial cell	1.7114	34
UTS2	0.8876	gamma-delta T cell	0.0762	34
TNFRSF9	0.9634	regulatory T cell	2.1321	34
EPN3	0.8735	BEST4+ enterocyte	0.2219	34
LTBP1	0.9704	myofibroblast cell	6.4276	34
RCN1	0.8402	pericyte	0.9343	34
ELN	0.9651	fibroblast	3.0148	34
RFC2	0.5648	enteroglial cell	0.2977	34
ARID1B	0.6705	mast cell	10.0938	34
CLPTM1L	0.6941	plasma cell	0.8915	34
NEDD4L	0.8719	enterocyte of epithelium proper of ileum	17.6332	34
FOXP3	0.9984	regulatory T cell	2.9869	34
PPP1R3F	0.8884	regulatory T cell	0.4347	34
HEXB	0.7419	macrophage	1.7856	34
PTCD2	0.5655	intestinal crypt stem cell of small intestine	0.0711	34
NEXMIF	0.9053	myofibroblast cell	0.9408	34
JKAMP	0.7004	enteroglial cell	0.6004	34
DKK3	0.9227	enteroglial cell	2.9709	34
ARHGEF5	0.7936	enterocyte of epithelium proper of jejunum	1.0008	34
NFE2L3	0.8331	mast cell	1.4131	34
MCUR1	0.7289	enterocyte of epithelium proper of ileum	1.1030	34
LIMA1	0.6798	BEST4+ enterocyte	3.7896	34
LETMD1	0.5107	enterocyte of epithelium proper of jejunum	0.5708	34
SLC4A8	0.8248	mast cell	0.7875	34
LAMC3	0.9497	pericyte	0.1205	34
PTGER3	0.8826	mast cell	0.1933	34
TNIP3	0.9339	activated CD8-positive, alpha-beta T cell	3.7945	34
MAPK9	0.4614	CD4-positive, alpha-beta T cell	0.5128	34
COL23A1	0.9501	myofibroblast cell	2.0880	34
BCAR1	0.7321	endothelial cell of arteriole	0.7174	34
FHIP1B	0.7330	enterocyte of epithelium proper of jejunum	0.8353	34
HERPUD1	0.8788	plasma cell	19.0207	34
HOMER3	0.9214	endothelial cell of lymphatic vessel	0.8310	34
RAD51	0.8686	transit amplifying cell of small intestine	0.1113	34
POLQ	0.9597	transit amplifying cell of small intestine	0.4503	34
PIK3CB	0.5358	enterocyte of epithelium proper of jejunum	1.1698	34
CYBA	0.6946	plasma cell	7.8718	34
THOC3	0.7701	endothelial cell of arteriole	0.1404	34
HEBP2	0.5075	regulatory T cell	1.2945	34
MPHOSPH9	0.7921	natural killer cell	1.6492	34
PLEKHA5	0.7294	intestinal tuft cell	4.5178	34
PRSS8	0.8613	enterocyte of epithelium proper of ileum	1.4242	34
SIKE1	0.5085	CD4-positive, alpha-beta T cell	0.3687	34
RRP12	0.8850	myeloid dendritic cell	2.9997	34
FNIP2	0.8479	myeloid dendritic cell	6.4410	34
MSMO1	0.7978	enterocyte of epithelium proper of ileum	1.6796	34
TTC17	0.4570	myeloid dendritic cell	2.3449	34
ALX4	0.9387	neutrophil	0.0232	34
FSTL4	0.9762	enteroendocrine cell of small intestine	1.1763	34
FOXN3	0.6845	innate lymphoid cell	8.7711	34
METTL24	0.9106	myofibroblast cell	1.0262	34
AKR7A2	0.8162	paneth cell of epithelium of small intestine	1.6463	34
MRTO4	0.7362	endothelial cell of venule	0.5257	34
NNAT	0.9100	enteroglial cell	0.0824	34
USE1	0.5984	naive thymus-derived CD4-positive, alpha-beta T cell	0.4314	34
MCF2L2	0.7689	enterocyte of epithelium proper of ileum	2.4399	34
NRIP2	0.8474	natural killer cell	0.0272	34
LAMA3	0.8899	BEST4+ enterocyte	12.3550	34
AP5M1	0.4864	enterocyte of epithelium proper of jejunum	0.5004	34
ANAPC4	0.5726	intestinal tuft cell	0.5018	34
KCNQ1	0.8956	intestinal tuft cell	4.1505	34
TRAPPC3	0.5053	endothelial cell of venule	0.5400	34
THRAP3	0.3690	natural killer cell	2.2516	34
PHPT1	0.4868	paneth cell of epithelium of small intestine	1.0940	34
ENTPD2	0.8985	enteroglial cell	0.1974	34
LY75	0.9038	regulatory T cell	0.3889	34
ARID4B	0.6710	natural killer cell	11.4854	34
OPN3	0.9166	myeloid dendritic cell	0.9430	34
SDCCAG8	0.7307	endothelial cell of lymphatic vessel	2.2823	34
PTPRN	0.9789	enteroendocrine cell of small intestine	0.1295	34
HHAT	0.6767	B cell	0.4082	34
KIF1B	0.7720	neutrophil	6.0894	34
FOXC1	0.9614	endothelial cell of venule	1.5635	34
TBC1D22A	0.7714	myeloid dendritic cell	6.2384	34
SYNE2	0.7460	endothelial cell of arteriole	10.8806	34
PLEKHH1	0.8039	enteroendocrine cell of small intestine	0.7920	34
ATP9A	0.8598	enteroendocrine cell of small intestine	2.4407	34
SPO11	0.9644	enterocyte of epithelium proper of small intestine	0.0010	34
CBLN4	0.9877	enteroendocrine cell of small intestine	0.0046	34
CHRDL2	0.9861	endothelial cell of lymphatic vessel	0.4002	34
FAM168A	0.5671	enteroglial cell	1.1064	34
RELT	0.7211	monocyte	0.7958	34
GALC	0.9417	mast cell	5.8789	34
NOP58	0.6125	regulatory T cell	3.6772	34
SZRD1	0.3036	natural killer cell	0.6240	34
KCNH2	0.9309	mast cell	0.2951	34
CUL1	0.3760	endothelial cell of venule	1.3163	34
FAM114A2	0.6634	endothelial cell of lymphatic vessel	0.2995	34
CYFIP2	0.9145	neutrophil	3.9622	34
TAB2	0.6330	regulatory T cell	3.1475	34
GINM1	0.6282	fibroblast	1.2717	34
EIF2AK2	0.6049	endothelial cell of arteriole	1.3205	34
USP36	0.8512	myeloid dendritic cell	7.9258	34
KMT2C	0.7197	intestinal tuft cell	11.9578	34
MCOLN3	0.9565	enteroendocrine cell of small intestine	0.9176	34
CCDC85A	0.9971	endothelial cell of arteriole	0.1253	34
PUM2	0.4162	innate lymphoid cell	3.1946	34
MRPL43	0.5826	myofibroblast cell	0.5850	34
ITIH4	0.8940	endothelial cell of arteriole	0.0479	34
ITIH1	0.9830	enterocyte of epithelium proper of small intestine	0.0067	34
HPF1	0.6359	transit amplifying cell of small intestine	0.4406	34
ZFR	0.3680	monocyte	1.8719	34
ZNF280C	0.7419	regulatory T cell	0.4754	34
NPFFR2	0.9456	enteroendocrine cell of small intestine	0.0336	34
PHF21B	0.8594	neutrophil	0.0316	34
TRAF1	0.8190	activated CD4-positive, alpha-beta T cell	1.6883	34
RC3H2	0.5195	gamma-delta T cell	1.1620	34
IL17RB	0.9889	intestinal tuft cell	6.6156	34
TRAF3IP2	0.6299	mast cell	0.3333	34
GYG2	0.9519	enteroendocrine cell of small intestine	0.1581	34
DCBLD2	0.8868	enteroglial cell	1.0888	34
SERPINB3	0.9993	enterocyte of epithelium proper of small intestine	0.0242	34
SOAT1	0.8045	macrophage	2.2873	34
PKP2	0.7876	transit amplifying cell of small intestine	1.1805	34
MSH4	0.8587	pericyte	0.0781	34
F7	0.9830	enteroendocrine cell of small intestine	0.1405	34
GDI2	0.4557	myeloid dendritic cell	1.9865	34
PRDM1	0.7630	regulatory T cell	3.9460	34
ATG5	0.4834	regulatory T cell	1.4735	34
TMCC3	0.8281	neutrophil	5.7893	34
PITHD1	0.5826	regulatory T cell	1.0367	34
MTA3	0.9040	intestinal tuft cell	3.4319	34
USP13	0.9599	endothelial cell of lymphatic vessel	0.6144	34
ATP11B	0.6954	neutrophil	5.9751	34
LAMC2	0.8890	enterocyte of epithelium proper of ileum	2.9892	34
CDK14	0.7857	plasma cell	2.7854	34
SEC61A1	0.6017	plasma cell	1.0442	34
PPP1R12A	0.7347	myofibroblast cell	7.5623	34
RASGRF1	0.9578	B cell	0.1170	34
CAMK2B	0.9937	enteroendocrine cell of small intestine	0.5951	34
CROCC	0.8867	intestinal tuft cell	2.5009	34
POLR3E	0.9278	neutrophil	4.9564	34
ATP2B4	0.7944	myofibroblast cell	4.5650	34
ZC3H11A	0.7373	transit amplifying cell of small intestine	0.0947	34
RIOK2	0.5433	regulatory T cell	0.3229	34
YIPF1	0.5207	small intestine goblet cell	0.1998	34
NDC1	0.7716	pericyte	0.5872	34
DGKG	0.9432	myofibroblast cell	2.0395	34
FLYWCH1	0.5989	pericyte	0.2912	34
UNKL	0.5732	innate lymphoid cell	0.3113	34
TBXAS1	0.8740	neutrophil	7.2384	34
PARP12	0.6586	BEST4+ enterocyte	0.6265	34
ALDH18A1	0.7946	intestinal tuft cell	1.1423	34
TARBP1	0.7570	myeloid dendritic cell	1.0334	34
GATB	0.6349	endothelial cell of lymphatic vessel	0.1692	34
MXD1	0.8734	neutrophil	13.4333	34
CDK17	0.6227	natural killer cell	5.2890	34
DNAJC25	0.6868	enteroglial cell	0.2106	34
SLC2A3	0.8301	endothelial cell of arteriole	14.4473	34
PSD	0.9353	myofibroblast cell	0.6576	34
CTDP1	0.7670	gamma-delta T cell	0.9532	34
YBX3	0.7804	endothelial cell of lymphatic vessel	7.4838	34
STYK1	0.9019	enterocyte of epithelium proper of ileum	0.8002	34
WNK1	0.6095	endothelial cell of lymphatic vessel	4.9866	34
RPS17P5	0.9641	intestinal crypt stem cell of small intestine	0.0031	34
CCAR1	0.4784	myeloid dendritic cell	1.3050	34
OGFR	0.6032	myeloid dendritic cell	0.7280	34
GNA15	0.9018	mast cell	0.9311	34
CREB3L3	0.9061	enterocyte of epithelium proper of jejunum	2.7501	34
PIGV	0.8217	innate lymphoid cell	0.3609	34
PTPRU	0.9291	fibroblast	0.1076	34
SNRNP40	0.4947	innate lymphoid cell	0.4600	34
RIMBP2	0.9986	enteroendocrine cell of small intestine	7.4393	34
COL11A1	0.9495	enteroglial cell	0.0649	34
QSER1	0.5496	intestinal tuft cell	0.4780	34
MPC1	0.4385	paneth cell of epithelium of small intestine	1.1631	34
ACAA1	0.7295	enterocyte of epithelium proper of duodenum	1.4566	34
BCAT1	0.9257	fibroblast	2.5842	34
HDAC7	0.8098	endothelial cell of venule	1.1464	34
LZTS1	0.9801	pericyte	1.2657	34
PRDM6	0.9543	neutrophil	0.4594	34
WNT8A	0.9750	neutrophil	0.0209	34
SPAG4	0.9734	plasma cell	2.0075	34
NCKAP1	0.6831	pericyte	2.2569	34
MRPS35	0.6147	intestinal crypt stem cell of small intestine	0.6604	34
GUCY1B1	0.9709	pericyte	1.5014	34
SFSWAP	0.4369	intestinal tuft cell	1.1359	34
TNK2	0.6388	myeloid dendritic cell	0.3200	34
MON2	0.4194	neutrophil	2.4306	34
CDH3	0.7924	mast cell	0.0292	34
ARSF	0.8097	enterocyte of epithelium proper of duodenum	0.0055	34
GPBP1	0.5212	natural killer cell	6.8723	34
DGAT2	0.9763	neutrophil	1.0896	34
ZNF112	0.8498	endothelial cell of lymphatic vessel	0.0597	34
CS	0.4521	myeloid dendritic cell	0.5502	34
LTK	0.7958	enterocyte of epithelium proper of duodenum	0.1378	34
MRPS24	0.8430	myeloid dendritic cell	0.1348	34
ELMO2	0.5748	innate lymphoid cell	0.3518	34
WAPL	0.3774	neutrophil	1.5564	34
VMP1	0.6249	enterocyte of epithelium proper of jejunum	10.3609	34
APPBP2	0.4968	endothelial cell of venule	1.0431	34
POLD1	0.7566	BEST4+ enterocyte	0.1686	34
SEZ6	0.9231	enteroendocrine cell of small intestine	0.1350	34
EIF4B	0.4458	naive thymus-derived CD4-positive, alpha-beta T cell	2.5984	34
SLC6A16	0.9119	pericyte	0.5458	34
BICRA	0.6855	intestinal tuft cell	0.1234	34
SPHK2	0.6794	enterocyte of epithelium proper of jejunum	0.3299	34
RPL18	0.6156	naive thymus-derived CD4-positive, alpha-beta T cell	28.0744	34
CA11	0.7319	myofibroblast cell	0.1755	34
ISOC2	0.8220	transit amplifying cell of small intestine	0.8200	34
U2AF2	0.4970	pericyte	0.4862	34
EPN1	0.5894	paneth cell of epithelium of small intestine	0.9981	34
MED29	0.5091	intestinal tuft cell	1.2835	34
AHRR	0.9654	macrophage	0.0560	34
GSC2	0.9817	BEST4+ enterocyte	0.0029	34
ZNF275	0.9110	pericyte	0.9960	34
MTMR1	0.6378	B cell	0.8226	34
GPC1	0.9711	enteroglial cell	1.5983	34
ADCK1	0.8169	myeloid dendritic cell	0.3712	34
HAGH	0.5242	enterocyte of epithelium proper of ileum	0.8150	34
RNF4	0.6413	regulatory T cell	1.1560	34
CASP8	0.8177	regulatory T cell	4.7959	34
LIMCH1	0.9430	endothelial cell of venule	9.1585	34
INTS13	0.7882	regulatory T cell	0.4607	34
TM7SF3	0.6588	endothelial cell of venule	0.7974	34
DLX3	0.9543	fibroblast	0.0160	34
SPA17	0.8000	transit amplifying cell of small intestine	0.2107	34
TSPAN32	0.9151	natural killer cell	0.0906	34
CCN5	0.9955	enteroglial cell	4.0029	34
DMRT3	0.9979	transit amplifying cell of small intestine	0.0156	34
ST3GAL6	0.8717	enteroglial cell	1.3348	34
ATP2C2	0.9127	small intestine goblet cell	2.2982	34
NGFR	0.9922	enteroglial cell	1.7632	34
CDON	0.9645	myofibroblast cell	1.0876	34
TAF2	0.6861	neutrophil	1.6676	34
HIPK2	0.7764	B cell	12.0956	34
TNPO3	0.3357	enterocyte of epithelium proper of jejunum	1.0133	34
BORCS8-MEF2B	1.0000	enterocyte of epithelium proper of small intestine	0.0001	34
RFXANK	0.6415	enteroglial cell	0.3295	34
TMEM161A	0.6349	transit amplifying cell of small intestine	0.1825	34
LPAR2	0.7873	intestinal tuft cell	0.6528	34
CTSA	0.7705	macrophage	1.1681	34
SUGP2	0.6892	intestinal tuft cell	1.2980	34
SLC12A2	0.8497	intestinal crypt stem cell of small intestine	8.6679	34
SNX24	0.7125	enterocyte of epithelium proper of duodenum	0.8462	34
EYA2	0.9703	enteroglial cell	1.2230	34
CNN2	0.7023	myeloid dendritic cell	1.1364	34
ABCA7	0.9738	neutrophil	3.5383	34
SNCAIP	0.9486	endothelial cell of lymphatic vessel	0.8429	34
DDX20	0.7311	myeloid dendritic cell	0.3057	34
BTBD1	0.6093	myeloid dendritic cell	1.1709	34
FAR2	0.6939	intestinal tuft cell	1.7202	34
BCAS1	0.9882	small intestine goblet cell	9.3590	34
POU1F1	0.9311	neutrophil	0.0142	34
CHI3L2	0.8584	activated CD4-positive, alpha-beta T cell	0.1138	34
SBNO2	0.5549	neutrophil	0.6493	34
PMS1	0.5358	intestinal tuft cell	0.5233	34
HMG20B	0.7507	small intestine goblet cell	0.9220	34
CALCRL	0.9451	endothelial cell of venule	10.4162	34
TAF11	0.4860	transit amplifying cell of small intestine	0.8226	34
ANKS1A	0.7636	myeloid dendritic cell	3.8086	34
AP3D1	0.5005	innate lymphoid cell	0.9750	34
ZNF76	0.4750	B cell	0.2890	34
NHERF2	0.9713	endothelial cell of arteriole	9.8004	34
NTHL1	0.7602	endothelial cell of lymphatic vessel	0.3276	34
BLTP3A	0.5870	macrophage	0.3822	34
GNAI3	0.5495	neutrophil	2.6675	34
IPO5	0.5673	endothelial cell of lymphatic vessel	0.6476	34
OAT	0.7460	enterocyte of epithelium proper of ileum	4.5517	34
WDR3	0.6016	myofibroblast cell	0.2232	34
PKN2	0.5371	enterocyte of epithelium proper of ileum	3.6558	34
WDR18	0.6089	paneth cell of epithelium of small intestine	0.2305	34
TRAM2	0.7675	intestinal tuft cell	0.8127	34
NTN1	0.9565	endothelial cell of lymphatic vessel	5.4440	34
GLP2R	0.9641	myofibroblast cell	0.7031	34
MCM10	0.9641	transit amplifying cell of small intestine	0.2374	34
DGKA	0.8313	enterocyte of epithelium proper of duodenum	1.8739	34
ERBB3	0.8424	enteroglial cell	2.9957	34
ROPN1	0.9343	enterocyte of epithelium proper of jejunum	0.0044	34
